1.mp4|3D animation style, an emu is running.|2.3333333333333335
209.mp4|A beverage advertisement with ultra high-definition quality. The beverage slowly foams in a Christmas tree-shaped glass bottle, with the liquid being a highly saturated green color.|3.0
210.mp4|A bird's-eye view showcasing the beautiful sunset over New York City.|3.6666666666666665
211.mp4|A black cat swiftly runs across a low wall.|2.0
212.mp4|A black dog is chasing a Dragon Li on the road, and the Dragon Li runs up a tree.|2.0
213.mp4|A blue cat with a white belly, shaped like a triangle, blinked its eyes in an animated style.|1.3333333333333333
214.mp4|A bluebird is perched on a branch that stretches across the water.|3.6666666666666665
215.mp4|A boot-billed stork with a fish in its mouth is walking by the lake.|2.6666666666666665
216.mp4|A bottle of fresh milk is carefully placed in the refrigerator by dad to be properly preserved, and then the refrigerator door is closed to keep the milk fresh.|2.0
217.mp4|A boy is playing a game of spot the difference. In front of him, there are an apple, a banana, and a cup. The video shows the process of him picking up the item that is different from the other two.|2.3333333333333335
218.mp4|A boy is riding a bicycle, crossing over the bridge.|2.6666666666666665
219.mp4|A boy jumped for joy after receiving the admission letter from his dream university.|1.6666666666666667
220.mp4|A boy opened the door with a key.|2.0
221.mp4|A bunch of paper flowers, dyed with litmus solution, gradually turns blue in alkaline environment.|2.0
222.mp4|A burning red candle suddenly had its flame blown out by the wind.|4.0
223.mp4|A butterfly is dancing in the air, while the flowers sway in the wind.|2.3333333333333335
224.mp4|A butterfly perched on a flower, fluttering its wings gently.|3.0
225.mp4|A campfire flickers in a snowy forest at night, with the backdrop of the starry sky.|3.3333333333333335
226.mp4|A car made of sushi slides on the table.|4.0
227.mp4|A cartoon kangaroo is dancing disco on stage.|2.6666666666666665
228.mp4|A cat is sitting on top of a working robotic vacuum cleaner.|2.3333333333333335
229.mp4|A cat wakes up its sleeping owner.|2.3333333333333335
230.mp4|A cat wearing a wizard hat and a long cloak is flipping through a spellbook.|2.0
231.mp4|A chef is cooking delicious food in the kitchen.|2.0
232.mp4|A chubby rabbit wearing a purple robe walks through a magical landscape, in a cartoon style.|3.0
233.mp4|A cleaner is cleaning.|2.3333333333333335
234.mp4|A close-up of a steaming bowl of noodles on the dining table.|2.0
235.mp4|A close-up shot of a scoop of strawberry ice cream slowly melting in a white porcelain bowl.|3.3333333333333335
236.mp4|A clown dressed in a green suit is playing with a bomb controller in his hand.|2.3333333333333335
237.mp4|A cluster of translucent grapes hangs on the vine, gently swaying with the breeze.|3.6666666666666665
238.mp4|A country road stretching into the distance and disappearing on the horizon, with a strong perspective effect.|4.0
239.mp4|A couple of lovers are happily tossing and catching pillows in the bedroom.|2.0
240.mp4|A crab crawling on the beach as the sun rises.|2.6666666666666665
241.mp4|A creative video combining zoom-in and zoom-out techniques, with the shot pulling up from a bustling city to the sky, into space, and beyond the universe, revealing Earth as a glass ball in the hands of higher-dimensional beings from another universe.|3.0
242.mp4|A creative video promoting peace features numerous doves of peace coming together to form the word "PEACE."|2.0
243.mp4|A cup filled with ice cubes is placed under the scorching sun.|3.0
244.mp4|A doctor is observing an X-ray diagnostic equipment.|2.3333333333333335
245.mp4|A dog and a cat are playing on the grass, with a deep depth-of-field effect.|2.0
246.mp4|A dog is wearing a beret and a black turtleneck sweater.|3.0
247.mp4|A dog walks on the street, in an animated style.|2.0
248.mp4|A dog wearing a red cape of Superman flies into the sky.|2.6666666666666665
249.mp4|A dreamlike scene where numerous whales freely swim in the sky, as the camera pans upwards from a low angle.|2.6666666666666665
250.mp4|A electrician is connecting the electric meter in the order of connecting the neutral wire on the left and the live wire on the right.|2.0
251.mp4|A fashionable woman is walking on a busy city street, wearing a red long dress and black short boots.|3.0
252.mp4|A fashionable woman walks along the streets of Tokyo, where neon lights and vibrant city landmarks can be seen everywhere.|3.0
253.mp4|A female equestrian is riding a horse that is black, and the female equestrian has long golden hair, which flutters in the wind.|3.0
254.mp4|A few goldfish are swimming about in an indoor fish tank.|1.6666666666666667
255.mp4|A flock of sheep happily runs on the lush green grass, with the shepherd following behind them.|2.6666666666666665
256.mp4|A fully inflated basketball falls to the ground and then bounces back up.|3.0
257.mp4|A gargoyle stood up from the eaves.|3.3333333333333335
258.mp4|A giant orange octopus is resting at the sea bed, its tentacles gently swaying.|2.6666666666666665
259.mp4|A giant squid hides in the sea, using its two tentacles to wrap around a small sailboat on the surface.|3.3333333333333335
260.mp4|A gigantic underwater castle, where various marine creatures swim freely. The castle, built with coral reefs and rocks, showcases the enchanting beauty of the deep sea.|2.3333333333333335
261.mp4|A giraffe is munching on leaves from a tree.|3.3333333333333335
262.mp4|A girl came out of the elevator, carrying a suitcase.|2.0
263.mp4|A girl hangs the washed clothes on the clothes airing pole.|2.3333333333333335
264.mp4|A girl is holding a broom and cleaning carefully.|3.0
265.mp4|A girl is holding a tennis racket and walking on the tennis court.|3.0
266.mp4|A girl turned on the lights, and the pitch-black room instantly became illuminated.|2.0
267.mp4|A girl's long hair fluttered in the wind.|2.6666666666666665
268.mp4|A goldfish is swimming against the current in a small creek, and the water flow can be seen.|3.0
269.mp4|A green apple hangs high on the tree branch, then the scene rotates and transitions, showing a ripe red apple has already fallen to the ground.|2.3333333333333335
270.mp4|A groundhog is yelling with its mouth wide open.|3.3333333333333335
271.mp4|A group of businessmen are counting the money in their hands.|2.3333333333333335
272.mp4|A group of high school students embracing each other on the school playground.|2.0
273.mp4|A group of young people are holding their hands, dancing around a bonfire.|1.6666666666666667
274.mp4|A handsome man took out a rose from his pocket with his right hand.|3.0
275.mp4|A heartwarming scene: a couple is enjoying the beautiful view on an open-air balcony when suddenly, heavy rain starts pouring down. Faced with the unexpected rain, they quickly take measures to cope with it.|2.0
276.mp4|A high-altitude city aerial shot video, where the skyscrapers gradually appear smaller from the top down, showcasing a strong perspective effect.|2.6666666666666665
277.mp4|A high-definition film about aliens naturally blending into city life in New York.|2.6666666666666665
278.mp4|A iron needle is magnetically attracted to a magnet.|3.3333333333333335
279.mp4|A large stage is suspended in space, and a female alien with features reminiscent of marine creatures stands upon it, singing into a standing microphone.|2.0
280.mp4|A leaking deflating balloon.|1.3333333333333333
281.mp4|A light bulb fell from the sky and shattered, with fragments scattered on the ground.|2.3333333333333335
282.mp4|A little boy is eating French fries in a fast food restaurant.|2.0
283.mp4|A little boy is helping his mother wash the dishes in the kitchen.|2.0
284.mp4|A little dog is running around in the park.|2.0
285.mp4|A little girl is playing on a swing.|2.0
286.mp4|A little kangaroo is taking a bath, in an animated style.|2.0
287.mp4|A male classmate used pH test paper to test an acidic solution, and the test paper turned red.|2.3333333333333335
288.mp4|A man and a woman danced in the rain, it was incredibly romantic.|2.0
289.mp4|A man is riding a motorcycle, traveling on the street.|3.0
290.mp4|A man is rock climbing on an outdoor cliff.|3.0
291.mp4|A man stands on a majestic square.|3.3333333333333335
292.mp4|A man wearing a bicycle helmet is getting ready to start cycling.|3.6666666666666665
293.mp4|A man wearing green running shoes is running on a bridge, and the scene transitions with a spin to a group of people playing basketball on a court.|2.0
294.mp4|A middle-aged man, around 30 years old, wearing glasses and formal attire, carrying a briefcase in his hand, walking and talking on the phone.|3.0
295.mp4|A monkey is learning to play the piano.|2.0
296.mp4|A movie poster is being pasted on the wall of a boy's bedroom. Design the poster, depicting a young male with closed eyes facing the camera, standing on a beach with the vast ocean extending in the background.|3.0
297.mp4|A movie still image in which a pirate ship is in the midst of waves at sunset.|3.6666666666666665
298.mp4|A muscular man is surfing on the sea, and behind him is an island with numerous buildings.|2.3333333333333335
